City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
369,roebourne,-20.7833,117.1333,30.78,57,4,5.77,AU,1674469875
370,bouca,6.5105,18.2733,32.29,13,100,1.98,CF,1674469876
371,hopelchen,19.7667,-89.85,19.42,98,15,1.12,MX,1674469876
372,patan,27.6667,85.3333,20.21,22,20,5.66,NP,1674469285
373,agen,44.2,0.6333,1.42,86,100,3.6,FR,1674469877
374,san pedro,14.35,121.0167,28.57,71,40,4.12,PH,1674469824
375,westport,41.1415,-73.3579,4.07,90,100,6.17,US,1674469878
376,vryheid,-27.7695,30.7917,28.57,27,59,4.53,ZA,1674469879
377,tibiri,13.5627,7.0485,29.19,15,0,7.2,NE,1674469879
378,novoilinsk,51.6829,108.7143,-36.24,97,10,1.24,RU,1674469880
379,gerash,27.6652,54.1371,13.08,58,86,1.41,IR,1674469880
380,plonsk,52.6235,20.3755,1.54,88,100,3.15,PL,1674469881
381,sola,-13.8833,167.55,27.83,75,97,4.91,VU,1674469881
382,ambatolampy,-19.3833,47.4167,16.75,95,100,2.53,MG,1674469881
383,roald,62.5833,6.1333,6.16,81,75,6.69,NO,1674469882
384,cayenne,4.9333,-52.3333,25.02,83,75,3.6,GF,1674469883
385,bandarbeyla,9.4942,50.8122,25.65,65,72,9.51,SO,1674469884
386,ust-omchug,61.15,149.6333,-29.97,98,100,3.39,RU,1674469884
387,coralville,41.6764,-91.5805,-6.87,89,100,5.66,US,1674469885
388,kargasok,59.0556,80.8572,-10.65,97,97,3.17,RU,1674469885
389,rio gallegos,-51.6226,-69.2181,13.03,67,75,9.26,AR,1674469886
390,sobolevo,54.4299,31.8996,0.26,86,90,1.86,RU,1674469887
391,dongsheng,39.8161,109.9776,-20.12,39,32,8.92,CN,1674469888
392,biak,-0.9131,122.8766,25.5,82,88,0.19,ID,1674469888
393,yuzhno-kurilsk,44.0306,145.8556,-6.27,66,97,3.83,RU,1674469889
394,owo,7.1962,5.5868,35.85,28,12,1.02,NG,1674469890
395,san ignacio,17.1561,-89.0714,21.08,100,0,0.0,BZ,1674469890
396,kudahuvadhoo,2.6708,72.8944,27.09,74,75,3.96,MV,1674469891
397,teeli,51.0333,90.2333,-24.64,92,100,0.75,RU,1674469891
398,lhokseumawe,5.1801,97.1507,27.1,78,72,1.85,ID,1674469626
399,tanout,14.9709,8.8879,29.49,7,22,4.55,NE,1674469892
400,greenville,35.6127,-77.3663,10.09,97,100,1.54,US,1674469893
401,svetlyy,54.675,20.1347,2.76,68,8,2.6,RU,1674469894
402,magrath,49.4167,-112.8686,-5.16,74,8,5.14,CA,1674469894
403,inhambane,-23.865,35.3833,32.99,55,40,6.17,MZ,1674469895
404,viedma,-40.8135,-62.9967,18.19,63,0,3.22,AR,1674469895
405,decatur,39.8403,-88.9548,-1.08,80,100,4.63,US,1674469896
406,coos bay,43.3665,-124.2179,2.74,99,20,2.57,US,1674469896
407,tallahassee,30.4383,-84.2807,8.91,92,0,3.09,US,1674469879
408,saint-louis,16.3333,-15.0,20.8,22,0,1.09,SN,1674469897
409,pekalongan,-6.8886,109.6753,27.78,84,100,3.19,ID,1674469898
410,kutum,14.2,24.6667,26.91,7,60,5.61,SD,1674469898
411,rocha,-34.4833,-54.3333,22.56,69,36,2.96,UY,1674469900
412,balkanabat,39.5108,54.3671,4.57,35,0,0.34,TM,1674469900
413,pajic polje,43.9758,17.5275,3.94,99,100,0.5,BA,1674469901
414,karratha,-20.7377,116.8463,30.05,59,1,5.1,AU,1674469901
415,arroyo,41.6096,-4.7969,3.11,76,0,1.54,ES,1674469902
416,miles city,46.4083,-105.8406,-1.46,86,75,6.69,US,1674469903
417,igrim,63.1906,64.4162,-15.02,97,47,2.08,RU,1674469903
418,kastamonu,41.5,33.6667,10.01,36,7,0.63,TR,1674469904
419,mwinilunga,-11.7358,24.4293,23.05,63,94,5.58,ZM,1674469904
420,conceicao da barra,-18.5933,-39.7322,25.38,89,100,3.32,BR,1674469905
421,coachella,33.6803,-116.1739,12.97,20,0,7.72,US,1674469906
422,comodoro rivadavia,-45.8667,-67.5,15.92,55,0,5.66,AR,1674469906
423,tak bai,6.2595,102.0546,29.02,87,68,3.17,TH,1674469907
424,la ronge,55.1001,-105.2842,-11.86,79,100,4.63,CA,1674469907
425,ibra,22.6906,58.5334,22.36,30,23,1.27,OM,1674469908
426,alihe,50.5667,123.7167,-30.79,88,68,2.35,CN,1674469909
427,mongo,12.1844,18.693,33.84,9,100,2.67,TD,1674469909
428,taoudenni,22.6783,-3.9836,21.81,18,0,4.93,ML,1674469909
429,sibolga,1.7427,98.7792,24.09,92,100,0.93,ID,1674469910
430,quang ngai,15.1167,108.8,22.66,91,97,1.24,VN,1674469806
431,aswan,24.0934,32.907,23.61,27,0,4.12,EG,1674469912
432,bahia de caraquez,-0.6,-80.4167,24.1,81,63,0.87,EC,1674469912
433,cisarua,-6.6527,106.471,19.34,93,96,2.4,ID,1674469913
434,wukari,7.85,9.7833,36.32,10,36,2.95,NG,1674469913
435,ginir,7.1333,40.7,24.88,22,90,4.78,ET,1674469914
436,agadez,19.75,10.25,26.35,9,0,2.91,NE,1674469914
437,kensington,-33.9167,151.2167,21.84,77,75,4.12,AU,1674469915
438,nichinan,31.6,131.3667,10.82,88,98,4.55,JP,1674469864
439,andra,62.5147,65.8878,-18.09,99,16,1.82,RU,1674469916
440,teguldet,57.3064,88.1667,-15.63,99,100,1.0,RU,1674469917
441,itoman,26.1247,127.6694,21.01,81,75,4.12,JP,1674469835
442,shelopugino,51.6514,117.5599,-36.0,99,42,1.25,RU,1674469918
443,terrace bay,48.7834,-87.1,-1.24,83,99,8.51,CA,1674469919
444,malaya serdoba,52.4661,44.9512,-5.1,79,93,2.17,RU,1674469919
445,haines junction,60.7522,-137.5108,-10.0,98,98,0.9,CA,1674469920
446,sakhon nakhon,17.1612,104.1472,30.97,20,0,1.54,TH,1674469920
447,cervo,43.6702,-7.4101,9.98,66,16,5.3,ES,1674469922
448,nouadhibou,20.931,-17.0347,17.99,59,0,10.8,MR,1674469922
449,rancho palos verdes,33.7445,-118.387,12.02,41,4,1.79,US,1674469923
450,shorapur,16.5167,76.75,29.28,28,58,4.1,IN,1674469924
451,muravlenko,63.7898,74.523,-17.44,97,99,3.16,RU,1674469924
452,cozumel,20.5083,-86.9458,24.04,88,0,2.57,MX,1674469925
453,pryazha,61.6926,33.6216,-12.43,96,100,1.82,RU,1674469926
454,batagay-alyta,67.8006,130.4114,-34.41,100,96,1.33,RU,1674469927
455,coquimbo,-29.9533,-71.3436,16.85,88,100,1.03,CL,1674469927
456,sozimskiy,59.7418,52.2482,-6.4,97,89,1.64,RU,1674469928
457,meulaboh,4.1363,96.1285,24.03,94,100,3.24,ID,1674469928
458,sault sainte marie,46.5168,-84.3333,-2.84,89,100,2.57,CA,1674469929
459,bogale,16.2833,95.4,29.64,23,3,1.55,MM,1674469929
460,kathmandu,27.7167,85.3167,20.12,22,20,5.66,NP,1674469531
461,mangrol,21.1167,70.1167,24.11,38,0,5.81,IN,1674469930
462,kaohsiung,22.6163,120.3133,22.97,73,20,3.6,TW,1674469666
463,faqirwali,29.4663,73.034,19.9,34,80,4.76,PK,1674469931
464,ozu,33.5,132.55,6.21,92,98,2.81,JP,1674469932
465,general pico,-35.6566,-63.7568,21.21,58,0,3.57,AR,1674469933
466,vershino-darasunskiy,52.35,115.5167,-32.85,93,27,2.1,RU,1674469933
467,nouakchott,18.0858,-15.9785,18.96,29,0,3.7,MR,1674469934
468,jacareacanga,-6.2222,-57.7528,22.03,100,100,0.22,BR,1674469934
469,falavarjan,32.5553,51.5097,3.56,46,40,0.21,IR,1674469935
470,mirnyy,62.5353,113.9611,-32.82,91,100,5.39,RU,1674469935
471,taos,36.4072,-105.5731,-1.78,54,0,6.69,US,1674469936
472,oxapampa,-10.5775,-75.4017,12.62,97,93,1.57,PE,1674469937
473,sinnai,39.3042,9.2036,10.29,66,0,2.57,IT,1674469937
474,hasaki,35.7333,140.8333,5.68,81,100,5.98,JP,1674469918
475,sorong,-0.8833,131.25,27.42,75,97,2.78,ID,1674469938
476,yanam,16.7333,82.2167,25.69,53,12,3.6,IN,1674469939
477,houston,29.7633,-95.3633,8.32,68,40,5.66,US,1674469650
478,gagra,43.3283,40.2239,10.51,45,0,1.05,GE,1674469940
479,caiaponia,-16.9567,-51.8103,20.97,93,100,1.83,BR,1674469940
480,trofors,65.5333,13.4063,4.93,98,100,3.65,NO,1674469941
481,waipawa,-41.4122,175.5153,11.31,83,36,1.21,NZ,1674469941
482,rognan,67.0953,15.3878,6.08,95,97,3.17,NO,1674469942
483,ahuimanu,21.4447,-157.8378,23.81,84,20,2.57,US,1674469942
484,mehamn,71.0357,27.8492,1.97,64,0,12.86,NO,1674469943
485,fukuma,33.7667,130.4667,9.0,64,100,3.1,JP,1674469943
486,bonthe,7.5264,-12.505,29.19,59,100,2.18,SL,1674469944
487,sao mateus do sul,-25.8742,-50.3828,19.47,94,90,0.21,BR,1674469945
488,christchurch,-43.5333,172.6333,14.41,80,100,1.54,NZ,1674469659
489,nerchinskiy zavod,51.3088,119.61,-36.97,99,96,1.49,RU,1674469945
490,praia,14.9215,-23.5087,23.3,56,40,7.2,CV,1674469947
491,kavaratti,10.5669,72.642,26.7,72,17,5.69,IN,1674469947
492,jasper,37.2001,-94.3502,-1.31,86,0,1.54,US,1674469948
493,berlevag,70.8578,29.0864,2.0,69,0,18.01,NO,1674469949
494,frederick,39.4668,-77.3997,3.6,95,100,3.09,US,1674469949
495,tuy hoa,13.0833,109.3,23.71,89,29,3.46,VN,1674469758
496,rach gia,10.0167,105.0833,28.09,72,75,3.03,VN,1674469805
497,malino,15.1257,120.6727,29.68,58,20,1.03,PH,1674469951
498,hangzhou,30.2937,120.1614,6.95,89,100,4.02,CN,1674469820
499,prince george,53.9166,-122.753,-1.53,92,100,9.77,CA,1674469952
500,rennes,48.1667,-1.6667,3.65,87,0,3.6,FR,1674469953
501,vardo,70.3705,31.1107,-1.01,86,20,12.35,NO,1674469953
502,hualmay,-11.0964,-77.6139,21.14,81,84,2.78,PE,1674469954
503,zhigansk,66.7697,123.3711,-41.66,99,94,1.62,RU,1674469954
504,selfoss,63.9331,-20.9971,-6.05,79,100,2.96,IS,1674469775
505,madang,-5.2246,145.7966,25.98,84,100,0.82,PG,1674469955
506,chara,56.9064,118.2631,-33.7,81,94,0.8,RU,1674469956
507,ewa beach,21.3156,-158.0072,23.94,80,0,2.57,US,1674469956
508,ufimskiy,56.7084,58.0517,-9.08,94,100,1.06,RU,1674469957
509,hami,42.8,93.45,-9.81,33,0,2.27,CN,1674469957
510,chicama,-7.8447,-79.1469,18.3,74,92,1.0,PE,1674469958
511,mulchen,-37.7167,-72.2333,13.6,74,0,1.11,CL,1674469959
512,suntar,62.1444,117.6319,-30.61,87,100,4.9,RU,1674469959
513,mogadishu,2.0371,45.3438,28.93,74,20,9.26,SO,1674469960
514,victoria,22.2855,114.1577,21.08,83,11,1.34,HK,1674469801
515,grand-santi,4.25,-54.3833,21.89,99,98,0.84,GF,1674469961
516,quatre cocos,-20.2078,57.7625,27.06,80,100,2.47,MU,1674469961
517,shache,38.4167,77.2406,-8.25,75,34,2.24,CN,1674469962
518,porto walter,-8.2686,-72.7439,20.78,99,66,0.39,BR,1674469962
519,aquiraz,-3.9014,-38.3911,27.05,78,66,2.57,BR,1674469963
520,areka,7.0667,37.7,28.49,21,100,2.01,ET,1674469964
521,araouane,18.9048,-3.5265,25.03,9,0,5.43,ML,1674469965
522,yeppoon,-23.1333,150.7333,25.88,79,0,3.21,AU,1674469965
523,berbera,10.4396,45.0143,25.8,60,96,6.09,SO,1674469966
524,kemijarvi,66.7131,27.4306,-2.48,90,97,7.06,FI,1674469966
525,lucea,18.451,-78.1736,22.92,79,6,2.85,JM,1674469967
526,lakes entrance,-37.8811,147.981,19.53,93,27,3.66,AU,1674469967
527,monroe,43.1501,-77.6831,1.12,96,100,4.63,US,1674469968
528,kautokeino,69.0125,23.0412,-3.02,81,88,10.28,NO,1674469968
529,springdale,36.1867,-94.1288,-2.32,93,0,1.54,US,1674469968
530,zeya,53.75,127.2667,-34.41,93,92,1.92,RU,1674469969
531,vidim,56.4088,103.1106,-32.28,97,80,1.47,RU,1674469970
532,verkh-usugli,52.7,115.1667,-32.32,92,21,2.19,RU,1674469970
533,toppenish,46.3774,-120.3087,1.23,81,47,0.88,US,1674469971
534,bulandshahr,28.4,77.85,23.61,32,1,1.53,IN,1674469724
535,porosozero,62.7191,32.727,-7.08,95,99,3.28,RU,1674469972
536,batemans bay,-35.7167,150.1833,19.5,81,53,2.71,AU,1674469972
537,kloulklubed,7.0419,134.2556,24.28,81,100,10.3,PW,1674469973
538,karabash,55.4808,60.2157,-8.37,86,75,2.5,RU,1674469973
539,dingle,10.9995,122.6711,24.14,88,100,3.93,PH,1674469974
540,luderitz,-26.6481,15.1594,21.98,65,3,9.24,NA,1674469815
541,shingu,33.7333,135.9833,8.42,85,100,2.3,JP,1674469930
542,zhob,31.3411,69.4481,6.54,26,0,1.99,PK,1674469975
543,vestmannaeyjar,63.4427,-20.2734,0.55,59,75,5.14,IS,1674469782
544,sakaiminato,35.55,133.2333,6.99,87,75,2.06,JP,1674469724
545,umm kaddadah,13.6017,26.6876,29.76,6,24,8.42,SD,1674469977
546,turayf,31.6725,38.6637,15.14,47,0,6.17,SA,1674469977
547,pisco,-13.7,-76.2167,20.03,83,67,1.03,PE,1674469978
548,sistranda,63.7256,8.834,4.98,94,100,5.91,NO,1674469979
549,kalaleh,37.3807,55.4916,8.78,61,40,3.09,IR,1674469979
550,brae,60.3964,-1.353,9.19,86,100,10.19,GB,1674469980
551,dalbandin,28.8947,64.4101,9.05,23,0,3.08,PK,1674469980
552,calbuco,-41.768,-73.1273,9.56,84,0,3.26,CL,1674469981
553,sinnamary,5.3833,-52.95,24.63,86,63,6.87,GF,1674469981
554,san cristobal,7.7669,-72.225,18.1,88,100,1.86,VE,1674469982
555,vao,-22.6667,167.4833,26.16,84,98,2.12,NC,1674469982
556,santa rosa,14.3122,121.1114,28.99,76,56,4.29,PH,1674469816
557,severnyy,50.677,36.5532,0.02,64,0,6.0,RU,1674469983
558,iquitos,-3.7481,-73.2472,22.02,94,100,2.57,PE,1674469984
559,salvador,13.8333,-88.9167,18.92,88,4,1.12,SV,1674469985
560,ayia galini,35.1,24.6833,18.25,69,16,2.78,GR,1674469985
